"INST
CODE",INSTITUTE NAME,PLACE,DIST,BRANCH, OC,BC-A,BC-B,BC-C,BC-D,SC,ST
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,CSM,40707,109064,113363,40707,108929,74903,119390
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,ECE,42706,110113,103032,113041,115307,112780,125472
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,EEE,95959,95959,95959,95959,115924,95959,123866
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,MEC,117465,117465,117465,117465,117465,117465,125226
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,CIV,118476,118476,118476,118476,118476,118476,124943
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,CSD,47173,117717,74859,47173,86297,65506,119012
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,CSE,42453,88281,63535,105871,66037,112460,118683
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,CSM,58146,111671,71623,72602,72930,116552,122826
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY
(AUTONOMOUS)",GHATKESAR,MDL,ECE,67403,104148,100115,67403,88084,116858,123257
KRUP,SRI KRUPA INSTITUTE OF PHARMACEUTICAL SCIS,KONDAPAK,SDP,PHM,125995,125995,125995,125995,125995,125995,125995
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,AIM,69738,117299,113904,69738,99369,109155,123113
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,CIV,104868,104868,104868,104868,113904,104868,104868
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,CSE,39029,79021,75513,67059,66819,110612,118429
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,ECE,88372,116011,116648,88372,102971,114202,123798
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,EEE,111548,111548,111905,111548,116722,111548,125277
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,CSE,11223,52718,54825,11223,48242,57372,59423
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,EEE,45222,101446,125367,45222,125851,45222,123396
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,MIN,44046,51318,68238,44046,98018,116158,119104
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF
FINANCE",KOTHAGUDEM,KGM,CSE,39132,114357,87233,105951,117377,39132,93557
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF
FINANCE",KOTHAGUDEM,KGM,ECE,88433,88433,122775,88433,114084,88433,121786
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF
FINANCE",KOTHAGUDEM,KGM,INF,63037,116411,122834,63037,124160,63037,124123
KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,PHM,92639,92639,92639,92639,92639,92639,92639
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,HNK,CSE,NA,NA,NA,NA,60947,NA,NA
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,HNK,CSM,NA,NA,NA,NA,112593,NA,NA
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,HNK,ECE,NA,NA,NA,NA,117303,NA,NA
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,HNK,EEE,NA,NA,NA,NA,97448,NA,NA
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR
WOMEN KU CAMPUS",WARANGAL,HNK,INF,NA,NA,NA,NA,115063,NA,NA
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,CSE,14666,20852,17147,33306,18694,24913,22464
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,ECE,18362,26948,40078,18362,44745,54746,55554
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,EEE,28533,82583,64421,48079,99449,77853,76334
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,MEC,47094,112263,121136,122156,124704,123711,122943
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY -
SELF FINANCE",WARANGAL,HNK,CSD,36677,88393,48581,36677,116166,60504,100655
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY -
SELF FINANCE",WARANGAL,HNK,INF,36342,107140,117979,36342,117620,103579,123140
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,CSE,64139,92674,94295,64139,114950,106062,126095
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,ECE,103071,103071,123988,103071,117875,103071,105559
MDRP,MADIRA INST OF TECHNOLOGYAND SCI,KODAD,SRP,PHM,125995,125995,125995,125995,125995,125995,125995
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,CIV,71324,124943,109320,71324,113426,111343,121616
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,CME,24519,94079,54722,24519,62573,42726,122474
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,CSE,13081,31570,23234,27954,24064,30242,46786
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,ECE,29221,71898,64626,29221,47855,83875,98823
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,EEE,53466,100491,102165,103400,114821,113309,124791
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,INF,16550,36980,26586,16550,25750,36697,52955
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,MEC,97385,116242,124623,97385,115017,97385,122321
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,AID,41816,82946,75338,46541,92211,45911,119661
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,CIV,52327,52327,97130,102768,108075,117622,121010
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,CSE,26412,49350,41663,26412,50056,42133,61312
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,ECE,60511,103402,109758,84920,99864,70976,125410
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,EEE,59473,114607,99454,59473,115857,114784,125120
METH,"METHODIST COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ABIDS,HYD,MEC,79106,80227,114144,79106,112405,115611,125762
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,AID,NA,NA,NA,NA,111687,NA,NA
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,AIM,NA,NA,NA,NA,118517,NA,NA
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,CIV,NA,NA,NA,NA,110683,NA,NA
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,CSE,NA,NA,NA,NA,88875,NA,NA
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,ECE,NA,NA,NA,NA,111298,NA,NA
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR
WOMEN",GHATKESAR,MDL,EEE,NA,NA,NA,NA,100932,NA,NA
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CIV,49056,99006,81165,81489,115913,76946,118696
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSB,10302,21420,16105,32352,24366,22940,39621
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSD,8280,22785,14146,8280,14049,16430,26273
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSE,7191,16887,11683,10043,13485,10802,23468
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,CSM,7930,16891,14119,7930,13793,8689,31546
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,ECE,16786,34515,31171,16786,30465,44040,66351
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,EEE,22823,105362,59844,22823,75938,114994,90378
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,INF,9463,14045,16484,9463,13226,19183,28702
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,MCT,57285,117429,96155,57285,100521,108175,125221
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,MMT,116527,116527,116527,116527,121594,116527,125607
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,CSE,46321,100773,61282,46321,46321,104811,91060
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,ECE,79523,100966,108453,79523,107233,105543,125779
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,EEE,51311,94616,88275,51311,110558,51311,124436
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,ANE,59938,111910,81328,110633,74659,111440,124710
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,CIV,56374,98789,117732,56374,106711,56374,124279
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,CSE,28413,83127,72373,28413,74478,64034,119361
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,CSM,36518,76447,98992,36518,83903,108475,108313
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,ECE,107837,110083,116993,107837,109378,109467,124004
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,EEE,74005,74005,117698,74005,118199,92254,126062
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,INF,42289,113325,105579,42289,99781,88499,121906
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,MEC,102466,102466,115460,102466,113601,102466,107678
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,CSD,NA,NA,NA,NA,125997,NA,NA
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,CSE,NA,NA,NA,NA,119881,NA,NA
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,CSM,NA,NA,NA,NA,122488,NA,NA
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,ECE,NA,NA,NA,NA,124474,NA,NA
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,EEE,NA,NA,NA,NA,122929,NA,NA
MIPM,MOONRAY INST OF PHARM SCI,RAIKAL,RR,PHM,78452,78452,78452,78452,78452,78452,78452
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,ANE,39352,87252,96686,39352,89819,49129,126061
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,CSC,23715,55576,34299,74007,38817,42335,78919
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,CSD,22101,40261,29648,96372,31963,57893,77870
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,CSE,13523,31947,22654,52377,21077,33376,44804
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,CSI,22774,51574,29883,22774,32898,56478,72767
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,CSM,18548,45704,26884,98443,28618,48848,63472
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,ECE,36651,79569,60793,57025,65763,97831,120791
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,EEE,60340,115563,93514,60340,115568,60340,123991
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,INF,23804,55037,34715,23804,36550,63271,82381
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,MEC,58409,101535,76078,58409,110233,58409,87504
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,AIM,24496,64520,41931,24496,56229,78686,78932
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,ANE,113951,113951,116677,113951,114351,113951,124288
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,CSC,22971,60194,40585,36417,42373,50829,82123
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,CSD,26951,60860,39641,45780,43498,49662,77449
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,CSE,16324,37137,27685,57385,29275,43872,45202
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,CSM,22596,55887,34053,38385,40878,55618,84848
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,CSO,34291,73180,51229,34291,50509,82415,110463
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,ECE,41709,80136,63458,41709,61536,98565,120501
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,EEE,53682,105975,53682,53682,113131,98043,119401
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,INF,27555,59125,44480,68938,46953,55942,96555
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,MEC,75974,105039,112598,75974,118057,115611,126049
MLRP,MARRI LAXMAN REDDY INSTITUTE OF PHARMACY,DUNDIGAL,MDL,PHD,48566,48566,48566,48566,48566,48566,48566
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CIV,111634,111634,111634,111634,118107,111634,123754
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CSC,27613,72128,51948,27613,57872,73122,90951
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CSD,34331,76379,51027,34331,46505,72695,99071
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CSE,19674,47352,35382,49368,33361,54049,58181
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CSI,33907,70381,52044,33907,54499,83848,108307
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,CSM,27564,64613,44299,74009,43839,76201,99274
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,ECE,47620,111785,75944,64691,73371,111079,123620
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,EEE,71567,107150,110863,78285,105131,108320,122300
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,INF,34540,76228,54105,49244,52227,84671,108527
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,MEC,80174,101120,111835,80174,80174,80174,122878
MLTM,MALLA REDDY INSTITUTE OF TECHNOLOGY,MAISAMMAGUDA,MDL,CSE,31623,72879,66709,57213,61668,72844,112187
MNRP,M N R COLLEGE OF PHARMACY,SANGAREDDY,SRD,PHD,125995,125995,125995,125995,125995,125995,125995
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,SRD,CSE,45265,114898,112568,75322,111239,46540,126019
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,SRD,ECE,82262,82262,125774,82262,113087,82262,126019
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,KHM,CIV,113033,122655,113033,113033,113033,113033,125903
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,KHM,CSE,43970,96677,61393,78401,103153,64171,109082
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,KHM,CSM,92996,114266,109885,92996,117493,92996,119448
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,KHM,ECE,72766,109868,122869,124801,125903,90492,122673
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND
TECHNOLOGY",SATHUPALLY,KHM,EEE,118420,118420,118420,121487,118420,118420,121676
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,AID,42003,103229,63746,42003,77133,114675,118327
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,CSD,36605,92159,70607,68614,75445,114472,114634
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,CSE,28545,70622,50581,78047,46023,43078,86790
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,CSM,39048,86407,69783,39048,69303,111302,118488
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,ECE,23262,115974,90790,73529,76159,116342,122862
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,INF,34467,109382,63425,34467,65143,117423,117846
MRCP,MALLA REDDY COLLEGE OF PHARMACY,MAISAMMAGUDA,MDL,PHM,113310,113310,113310,113310,113310,113310,113310
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSD,NA,NA,NA,NA,39022,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSE,NA,NA,NA,NA,27123,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSM,NA,NA,NA,NA,37529,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSO,NA,NA,NA,NA,56367,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,ECE,NA,NA,NA,NA,56852,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,EEE,NA,NA,NA,NA,94865,NA,NA
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,INF,NA,NA,NA,NA,48381,NA,NA
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,AIM,19547,44955,33325,79408,34981,63725,71457
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CIV,84066,108750,115977,84066,87485,114028,124400
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSC,23666,51342,36739,109534,38898,58310,77479
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSD,19444,38146,29256,40724,29717,56071,67926
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSE,13702,27676,22072,24821,22820,34397,42241
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSM,16152,39423,27866,30846,26877,39555,59078
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSO,26642,68999,43554,30943,45020,67875,91601
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,ECE,40406,76732,58830,40406,54268,88855,105760
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,EEE,48921,114820,107876,81611,104632,114359,118682
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,INF,16298,45829,31054,22850,27210,41402,57952
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,MEC,95425,95425,114333,95425,95425,95425,126049
MREC,"MALLAREDDY ENGINEERING COLLEGE
(AUTONOMOUS)",MAISAMMAGUDA,MDL,MIN,101285,101285,118496,101285,117605,101285,124742
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,CSC,46310,104907,73819,46310,83486,109649,119222
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,CSD,45616,100270,74455,45616,76111,115843,122085
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,CSE,26885,92334,65757,26885,66111,108090,118627
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,CSM,46020,112329,79575,56657,83254,111411,122249
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,CSO,46653,83107,72660,86299,85374,46653,122712
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,ECE,50724,58809,86666,50724,93140,90824,124533
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,EEE,44001,105581,83111,44001,116253,122669,125146
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,INF,32907,113536,82679,32907,78155,108998,119241
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,MEC,97831,97831,118493,97831,115017,97831,117208
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSD,38125,77486,52107,38125,56455,69936,111181
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSE,30818,56559,44113,73300,39945,52527,77302
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,CSM,34336,71764,54972,50539,54565,61920,119977
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,ECE,52440,113880,67441,65758,74899,118127,120571
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,INF,37942,76928,55954,37942,55004,105434,105784
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR
WOMEN",MAISAMMAGUDA,MDL,ECE,NA,NA,NA,NA,92120,NA,NA
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,CSC,28393,94531,70930,28393,71901,109526,120230
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,CSD,29337,88949,71048,29337,65835,109099,108862
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,CSE,36720,79360,64577,92541,52028,117008,93419
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,CSM,47978,97116,68873,66186,70518,117751,120561
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,ECE,64586,106340,89975,64586,88836,87857,126067
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,INF,43198,91746,71824,43198,79140,43198,121472
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,AID,28473,94138,58969,28473,56776,109964,120209
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,AIM,34288,77451,54494,48102,50200,78576,106715
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,CIV,76443,76443,115977,76443,116238,76443,125231
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,CSE,22570,40202,35026,56453,40698,75969,59484
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,CSG,43376,110052,64379,57863,71905,117409,122313
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,CSM,27234,57051,40722,40943,45940,59819,85610
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,ECE,57034,114404,72321,68815,77272,117050,125876
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,EEE,64271,106786,110340,64271,105864,64271,125028
MRTN,"ST MARTINS ENGINEERING COLLEGE
(AUTONOMOUS)",DHULAPALLY,MDL,INF,35878,86832,51044,40216,54386,94802,111214
